Australia,79.74939393939395,13.362121212121211,6.962727272727272,1.054712121212121,5.764242424242425
Brunei,73.34736842105262,23.155789473684212,3.7663157894736834,1.0506526315789475,3.556842105263157
Guinea,45.57093749999999,43.36999999999998,19.72359375,1.0300000000000007,0.42781250000000015
Brazil,67.16551020408163,23.78897959183673,7.218367346938772,1.0499999999999992,-0.1477551020408163
Anguilla,77.87885714285714,16.090857142857143,5.8665714285714285,1.0317657142857144,17.98314285714286
France,79.75655172413796,12.841034482758623,8.87586206896552,1.049458620689655,1.1765517241379309
Greenland,68.4503448275862,16.750000000000004,8.20206896551724,1.0458689655172415,-7.302758620689653
Finland,78.58678571428572,11.359285714285717,9.565357142857142,1.044935714285714,1.9189285714285715
Germany,78.65214285714286,8.894285714285715,10.766071428571426,1.0548714285714287,2.167500000000001
Cayman Islands,79.43933333333334,14.149666666666668,4.8389999999999995,1.0078033333333334,20.756666666666668
Macedonia,74.07440000000001,12.844000000000001,8.7332,1.0789839999999995,-0.45960000000000023
Djibouti,52.73333333333333,37.817101449275356,13.84782608695652,1.0300101449275358,11.183333333333337
Guernsey,80.41035714285715,10.59642857142857,9.189642857142855,1.0883999999999998,1.6578571428571427
Lesotho,54.64302325581396,31.95627906976744,13.718604651162787,1.0299976744186052,-6.646511627906977
Bahrain,74.3,21.20342105263158,3.311315789473684,1.0335500000000002,19.167105263157897
American Samoa,73.88315789473685,24.814210526315787,4.488947368421053,1.0597894736842104,-24.024736842105266
Kosovo,68.62578947368422,23.037105263157894,6.938947368421054,1.0924736842105265,-10.337894736842104
Cuba,76.23657894736841,13.50736842105263,7.297894736842105,1.06,-2.567368421052631
Gibraltar,76.21729729729729,15.800810810810814,8.642702702702701,1.0693864864864868,-6.685405405405406
El Salvador,71.54740740740742,22.419629629629632,6.009259259259259,1.0500000000000005,-10.361851851851851
Bangladesh,63.897894736842105,29.205526315789466,8.70184210526316,1.0399999999999994,-3.697894736842105
Libya,71.694,24.904857142857143,4.637428571428572,1.05,-1.6602857142857144
Ghana,58.07612244897961,38.11510204081632,10.959795918367346,1.0300000000000007,-2.904489795918367
Iran,66.83181818181819,23.941818181818178,6.886363636363636,1.0500000000000003,-0.6263636363636361
Angola,45.69020408163267,46.52551020408163,19.150408163265308,1.0499999999999992,0.449591836734694
Denmark,77.40035714285715,11.560357142857143,10.78,1.054842857142857,2.3903571428571433
Macau,82.94142857142859,10.296428571428569,3.6064285714285704,1.0499428571428573,12.323214285714284
Bahamas The,66.96717948717948,19.730256410256413,7.5671794871794855,1.029971794871795,0.0
Gambia The,58.34805555555553,40.73777777777779,11.015555555555554,1.0299972222222227,1.2877777777777788
Iraq,70.49656249999997,35.94031249999999,5.49375,1.0500000000000003,-1.8290625000000003
Curacao,76.11111111111111,15.60592592592593,7.992222222222222,1.0501444444444448,-6.351851851851853
Botswana,59.72210526315789,28.843157894736848,10.060526315789474,1.029997368421053,5.030263157894737
Isle of Man,78.82892857142859,11.534642857142856,11.308214285714286,1.0637750000000001,8.850357142857144
Greece,78.9792857142857,9.421071428571429,10.225000000000003,1.0644607142857143,2.6914285714285704
Italy,80.32535714285713,9.249642857142858,9.7975,1.0609964285714288,3.96
Iceland,81.0908,14.724399999999997,6.408399999999999,1.0461279999999997,2.2656
Kuwait,75.07588235294119,23.030882352941177,2.238529411764706,1.0422882352941178,1.2658823529411742
Liechtenstein,79.8442857142857,11.507857142857144,6.660357142857143,1.1139571428571433,5.324642857142857
French Polynesia,72.89611111111111,21.25027777777778,4.881111111111112,1.0499583333333335,-0.19749999999999995
Hong Kong,81.29071428571429,9.342499999999998,5.902857142857142,1.1041357142857142,4.8982142857142845
Kazakhstan,66.59166666666667,19.136666666666667,9.229333333333335,1.018543333333334,-5.5693333333333355
Cabo Verde,67.66974358974358,30.260256410256417,7.865897435897437,1.0300000000000002,-5.373846153846156
Fiji,68.42212121212123,23.507878787878784,6.193030303030305,1.0499969696969702,-9.15787878787879
Egypt,69.88956521739132,28.604347826086954,5.509130434782609,1.0619913043478257,-0.48260869565217396
Indonesia,66.07307692307693,23.10948717948718,7.507179487179487,1.0499999999999996,-0.9051282051282049
Eritrea,57.63179487179487,38.622564102564105,11.456666666666667,1.0300000000000007,-5.0728205128205115
Latvia,70.737,9.925333333333331,14.182333333333334,1.0510833333333336,-6.811333333333333
Antigua and Barbuda,74.0557142857143,18.857499999999998,6.480714285714285,1.0498571428571426,2.578928571428571
Armenia,72.067,15.578999999999999,8.427999999999999,1.13607,-11.381666666666666
Liberia,46.314222222222206,42.86711111111111,18.942666666666668,1.0300000000000007,0.10044444444444227
Burundi,52.16324999999999,44.596749999999986,14.3505,1.0300000000000007,-3.2012500000000004
Bermuda,78.7375,12.5975,7.445000000000001,1.0115964285714287,2.3628571428571434
Gaza Strip,71.87090909090911,38.500454545454545,3.9318181818181825,1.0599999999999998,-6.418636363636363
Afghanistan,44.9585,46.05849999999999,19.19675000000001,1.0499999999999996,-6.447999999999998
Israel,78.89805555555557,21.46472222222222,5.868611111111112,1.0499999999999998,6.204166666666666
Burkina Faso,48.95581395348836,48.36767441860465,17.343255813953487,1.0300000000000007,-0.6769767441860466
Chile,75.28513513513512,18.024864864864867,5.785405405405405,1.045762162162162,0.4059459459459459
Czechia,75.90142857142857,9.966428571428569,10.637857142857143,1.0560785714285714,1.9999999999999996
Ethiopia,51.75358974358975,42.77974358974359,14.373076923076923,1.0300000000000007,1.5505128205128202
Belgium,78.79607142857142,11.492499999999998,9.967142857142857,1.049017857142857,3.8528571428571428
